;Dataset;Model;Filters;Baseline value;Predicted ROC-AUC;Ratio [%]
205;bbbp;LogisticRegression;"GSKFilter;TiceInsecticidesFilter";83.622;-7.3953;91.1562
43;bbbp;LogisticRegression;"BMSFilter;NIHFilter";83.622;-7.4074;91.1418
712;bbbp;GradientBoostingClassifier;"LINTFilter;RuleOfFourFilter";82.8586;-6.6464;91.9787
865;bbbp;GradientBoostingClassifier;"RuleOfThreeFilter;TiceInsecticidesFilter";82.8586;-6.6585;91.9641
17;bbbp;LogisticRegression;"BeyondRo5Filter;PfizerFilter";83.622;-7.4292;91.1158
324;bbbp;LogisticRegression;"MolecularWeightFilter;ZINCDruglikeFilter";83.622;-7.4316;91.1129
61;bbbp;LogisticRegression;"BrenkFilter;GhoseFilter";83.622;-7.4316;91.1129
4;bbbp;LogisticRegression;"BeyondRo5Filter;GhoseFilter";83.622;-7.463;91.0753
146;bbbp;LogisticRegression;"GhoseFilter;MolecularWeightFilter";83.622;-7.463;91.0753
144;bbbp;LogisticRegression;"GhoseFilter;LipinskiFilter";83.622;-7.463;91.0753
41;bbbp;LogisticRegression;"BMSFilter;MolecularWeightFilter";83.622;-7.463;91.0753
309;bbbp;LogisticRegression;"MolecularWeightFilter;NIHFilter";83.622;-7.463;91.0753
219;bbbp;LogisticRegression;"HaoFilter;REOSFilter";83.622;-7.4775;91.058
156;bbbp;LogisticRegression;"GhoseFilter;RuleOfXuFilter";83.622;-7.4799;91.0551
181;bbbp;LogisticRegression;"GlaxoFilter;SureChEMBLFilter";83.622;-7.5089;91.0205
745;bbbp;GradientBoostingClassifier;"MLSMRFilter;OpreaFilter";82.8586;-6.7805;91.8168
436;bbbp;LogisticRegression;"RuleOfXuFilter;ZINCDruglikeFilter";83.622;-7.5475;90.9742
430;bbbp;LogisticRegression;"RuleOfVeberFilter;ZINCDruglikeFilter";83.622;-7.5862;90.928
263;bbbp;LogisticRegression;"LINTFilter;RuleOfVeberFilter";83.622;-7.6031;90.9078
587;bbbp;GradientBoostingClassifier;"FAF4LeadlikeFilter;TiceInsecticidesFilter";82.8586;-6.8831;91.6929
100;bbbp;LogisticRegression;"FAF4DruglikeFilter;PAINSFilter";83.622;-7.6949;90.798
270;bbbp;LogisticRegression;"LINTFilter;ZINCDruglikeFilter";83.622;-7.6949;90.798
809;bbbp;GradientBoostingClassifier;"OpreaFilter;PfizerFilter";82.8586;-6.9447;91.6186
71;bbbp;LogisticRegression;"BrenkFilter;NIHFilter";83.622;-7.7167;90.772
30;bbbp;LogisticRegression;"BMSFilter;BrenkFilter";83.622;-7.7167;90.772
112;bbbp;LogisticRegression;"FAF4DruglikeFilter;ZINCBasicFilter";83.622;-7.7529;90.7286
448;bbbp;LogisticRegression;"TiceInsecticidesFilter;ZINCDruglikeFilter";83.622;-7.7601;90.72
553;bbbp;GradientBoostingClassifier;"FAF4DruglikeFilter;PfizerFilter";82.8586;-7.0257;91.5209
296;bbbp;LogisticRegression;"MLSMRFilter;REOSFilter";83.622;-7.7988;90.6738
842;bbbp;GradientBoostingClassifier;"PfizerFilter;ZINCBasicFilter";82.8586;-7.0402;91.5034
649;bbbp;GradientBoostingClassifier;"GSKFilter;PfizerFilter";82.8586;-7.0595;91.4801
432;bbbp;LogisticRegression;"RuleOfXuFilter;TiceHerbicidesFilter";83.622;-7.8954;90.5582
160;bbbp;LogisticRegression;"GhoseFilter;ValenceDiscoveryFilter";83.622;-7.8979;90.5553
214;bbbp;LogisticRegression;"HaoFilter;NIBRFilter";83.622;-7.98;90.4571
93;bbbp;LogisticRegression;"FAF4DruglikeFilter;LINTFilter";83.622;-7.9824;90.4542
157;bbbp;LogisticRegression;"GhoseFilter;SureChEMBLFilter";83.622;-7.9824;90.4542
206;bbbp;LogisticRegression;"GSKFilter;ValenceDiscoveryFilter";83.622;-7.9872;90.4484
110;bbbp;LogisticRegression;"FAF4DruglikeFilter;TiceInsecticidesFilter";83.622;-7.9945;90.4397
576;bbbp;GradientBoostingClassifier;"FAF4LeadlikeFilter;NIHFilter";82.8586;-7.2371;91.2657
67;bbbp;LogisticRegression;"BrenkFilter;LipinskiFilter";83.622;-8.0042;90.4282
342;bbbp;LogisticRegression;"NIHFilter;PAINSFilter";83.622;-8.0042;90.4282
45;bbbp;LogisticRegression;"BMSFilter;PAINSFilter";83.622;-8.0042;90.4282
547;bbbp;GradientBoostingClassifier;"FAF4DruglikeFilter;MLSMRFilter";82.8586;-7.2649;91.2322
79;bbbp;LogisticRegression;"BrenkFilter;RuleOfVeberFilter";83.622;-8.0549;90.3675
11;bbbp;LogisticRegression;"BeyondRo5Filter;MLSMRFilter";83.622;-8.0573;90.3646
267;bbbp;LogisticRegression;"LINTFilter;TiceInsecticidesFilter";83.622;-8.1153;90.2953
385;bbbp;LogisticRegression;"PfizerFilter;RuleOfXuFilter";83.622;-8.1177;90.2924
390;bbbp;LogisticRegression;"PfizerFilter;ZINCBasicFilter";83.622;-8.1612;90.2404
369;bbbp;LogisticRegression;"PAINSFilter;PfizerFilter";83.622;-8.1878;90.2086
381;bbbp;LogisticRegression;"PAINSFilter;ZINCDruglikeFilter";83.622;-8.2385;90.1479
634;bbbp;GradientBoostingClassifier;"GlaxoFilter;TiceHerbicidesFilter";82.8586;-7.4859;90.9654
277;bbbp;LogisticRegression;"LipinskiFilter;PfizerFilter";83.622;-8.2506;90.1335
382;bbbp;LogisticRegression;"PfizerFilter;REOSFilter";83.622;-8.253;90.1306
150;bbbp;LogisticRegression;"GhoseFilter;PAINSFilter";83.622;-8.2651;90.1161
218;bbbp;LogisticRegression;"HaoFilter;PfizerFilter";83.622;-8.2747;90.1046
341;bbbp;LogisticRegression;"NIHFilter;OpreaFilter";83.622;-8.2917;90.0844
44;bbbp;LogisticRegression;"BMSFilter;OpreaFilter";83.622;-8.2917;90.0844
635;bbbp;GradientBoostingClassifier;"GlaxoFilter;TiceInsecticidesFilter";82.8586;-7.5475;90.8911
75;bbbp;LogisticRegression;"BrenkFilter;REOSFilter";83.622;-8.34;90.0266
439;bbbp;LogisticRegression;"SureChEMBLFilter;ValenceDiscoveryFilter";83.622;-8.3472;90.0179
312;bbbp;LogisticRegression;"MolecularWeightFilter;PfizerFilter";83.622;-8.3545;90.0092
225;bbbp;LogisticRegression;"HaoFilter;TiceHerbicidesFilter";83.622;-8.3593;90.0035
577;bbbp;GradientBoostingClassifier;"FAF4LeadlikeFilter;OpreaFilter";82.8586;-7.6466;90.7715
516;bbbp;GradientBoostingClassifier;"BrenkFilter;HaoFilter";82.8586;-7.655;90.7613
484;bbbp;GradientBoostingClassifier;"BMSFilter;FAF4LeadlikeFilter";82.8586;-7.6828;90.7278
541;bbbp;GradientBoostingClassifier;"FAF4DruglikeFilter;GlaxoFilter";82.8586;-7.7106;90.6943
580;bbbp;GradientBoostingClassifier;"FAF4LeadlikeFilter;REOSFilter";82.8586;-7.7456;90.652
837;bbbp;GradientBoostingClassifier;"PfizerFilter;RuleOfXuFilter";82.8586;-7.7891;90.5995
451;bbbp;LogisticRegression;"ZINCBasicFilter;ZINCDruglikeFilter";83.622;-8.5574;89.7666
578;bbbp;GradientBoostingClassifier;"FAF4LeadlikeFilter;PAINSFilter";82.8586;-7.8;90.5864
140;bbbp;LogisticRegression;"GhoseFilter;GSKFilter";83.622;-8.5719;89.7492
300;bbbp;LogisticRegression;"MLSMRFilter;RuleOfVeberFilter";83.622;-8.5792;89.7406
162;bbbp;LogisticRegression;"GhoseFilter;ZINCDruglikeFilter";83.622;-8.6154;89.6972
803;bbbp;GradientBoostingClassifier;"NIHFilter;TiceHerbicidesFilter";82.8586;-7.8773;90.4931
748;bbbp;GradientBoostingClassifier;"MLSMRFilter;REOSFilter";82.8586;-7.9413;90.4158
357;bbbp;LogisticRegression;"OpreaFilter;PfizerFilter";83.622;-8.7241;89.5672
190;bbbp;LogisticRegression;"GSKFilter;LipinskiFilter";83.622;-8.7338;89.5556
80;bbbp;LogisticRegression;"BrenkFilter;RuleOfXuFilter";83.622;-8.7579;89.5268
143;bbbp;LogisticRegression;"GhoseFilter;LINTFilter";83.622;-8.7628;89.521
250;bbbp;LogisticRegression;"InpharmaticaFilter;ZINCDruglikeFilter";83.622;-8.7724;89.5094
187;bbbp;LogisticRegression;"GSKFilter;HaoFilter";83.622;-8.8497;89.417
304;bbbp;LogisticRegression;"MLSMRFilter;TiceInsecticidesFilter";83.622;-8.8884;89.3707
294;bbbp;LogisticRegression;"MLSMRFilter;PAINSFilter";83.622;-8.9101;89.3447
86;bbbp;LogisticRegression;"BrenkFilter;ZINCDruglikeFilter";83.622;-8.9174;89.3361
203;bbbp;LogisticRegression;"GSKFilter;SureChEMBLFilter";83.622;-8.9561;89.2898
589;bbbp;GradientBoostingClassifier;"FAF4LeadlikeFilter;ZINCBasicFilter";82.8586;-8.1986;90.1053
583;bbbp;GradientBoostingClassifier;"FAF4LeadlikeFilter;RuleOfVeberFilter";82.8586;-8.2192;90.0805
575;bbbp;GradientBoostingClassifier;"FAF4LeadlikeFilter;NIBRFilter";82.8586;-8.2409;90.0542
406;bbbp;LogisticRegression;"RuleOfFourFilter;ZINCBasicFilter";83.622;-9.0213;89.2118
211;bbbp;LogisticRegression;"HaoFilter;LipinskiFilter";83.622;-9.0358;89.1945
213;bbbp;LogisticRegression;"HaoFilter;MolecularWeightFilter";83.622;-9.0358;89.1945
222;bbbp;LogisticRegression;"HaoFilter;RuleOfVeberFilter";83.622;-9.0358;89.1945
223;bbbp;LogisticRegression;"HaoFilter;RuleOfXuFilter";83.622;-9.0454;89.1829
192;bbbp;LogisticRegression;"GSKFilter;MolecularWeightFilter";83.622;-9.0986;89.1194
388;bbbp;LogisticRegression;"PfizerFilter;TiceInsecticidesFilter";83.622;-9.2194;88.9749
506;bbbp;GradientBoostingClassifier;"BMSFilter;TiceHerbicidesFilter";82.8586;-8.4644;89.7845
838;bbbp;GradientBoostingClassifier;"PfizerFilter;SureChEMBLFilter";82.8586;-8.4801;89.7656
271;bbbp;LogisticRegression;"LipinskiFilter;MLSMRFilter";83.622;-9.2508;88.9374
306;bbbp;LogisticRegression;"MLSMRFilter;ZINCBasicFilter";83.622;-9.2581;88.9287
539;bbbp;GradientBoostingClassifier;"FAF4DruglikeFilter;FAF4LeadlikeFilter";82.8586;-8.5804;89.6446
797;bbbp;GradientBoostingClassifier;"NIHFilter;RuleOfFourFilter";82.8586;-8.5876;89.6358
201;bbbp;LogisticRegression;"GSKFilter;RuleOfVeberFilter";83.622;-9.4223;88.7322
297;bbbp;LogisticRegression;"MLSMRFilter;RuleOfFourFilter";83.622;-9.4972;88.6427
605;bbbp;GradientBoostingClassifier;"GhoseFilter;RuleOfThreeFilter";82.8586;-8.7724;89.4128
197;bbbp;LogisticRegression;"GSKFilter;PfizerFilter";83.622;-9.5407;88.5907
168;bbbp;LogisticRegression;"GlaxoFilter;MLSMRFilter";83.622;-9.589;88.5329
7;bbbp;LogisticRegression;"BeyondRo5Filter;HaoFilter";83.622;-9.5915;88.53
455;bbbp;GradientBoostingClassifier;"BeyondRo5Filter;FAF4LeadlikeFilter";82.8586;-8.8461;89.3238
88;bbbp;LogisticRegression;"FAF4DruglikeFilter;GhoseFilter";83.622;-9.6156;88.5011
224;bbbp;LogisticRegression;"HaoFilter;SureChEMBLFilter";83.622;-9.6229;88.4924
92;bbbp;LogisticRegression;"FAF4DruglikeFilter;InpharmaticaFilter";83.622;-9.6277;88.4867
292;bbbp;LogisticRegression;"MLSMRFilter;NIHFilter";83.622;-9.6349;88.478
40;bbbp;LogisticRegression;"BMSFilter;MLSMRFilter";83.622;-9.6349;88.478
202;bbbp;LogisticRegression;"GSKFilter;RuleOfXuFilter";83.622;-9.6567;88.452
145;bbbp;LogisticRegression;"GhoseFilter;MLSMRFilter";83.622;-9.6664;88.4404
597;bbbp;GradientBoostingClassifier;"GhoseFilter;MLSMRFilter";82.8586;-8.915;89.2407
6;bbbp;LogisticRegression;"BeyondRo5Filter;GSKFilter";83.622;-9.6857;88.4173
387;bbbp;LogisticRegression;"PfizerFilter;TiceHerbicidesFilter";83.622;-9.6929;88.4086
290;bbbp;LogisticRegression;"MLSMRFilter;MolecularWeightFilter";83.622;-9.705;88.3942
228;bbbp;LogisticRegression;"HaoFilter;ZINCBasicFilter";83.622;-9.7727;88.3133
207;bbbp;LogisticRegression;"GSKFilter;ZINCBasicFilter";83.622;-9.7847;88.2989
500;bbbp;GradientBoostingClassifier;"BMSFilter;RuleOfFourFilter";82.8586;-9.0261;89.1066
853;bbbp;GradientBoostingClassifier;"RuleOfFourFilter;RuleOfVeberFilter";82.8586;-9.0297;89.1022
84;bbbp;LogisticRegression;"BrenkFilter;ValenceDiscoveryFilter";83.622;-9.8693;88.1977
755;bbbp;GradientBoostingClassifier;"MLSMRFilter;TiceHerbicidesFilter";82.8586;-9.2158;88.8777
252;bbbp;LogisticRegression;"LINTFilter;MLSMRFilter";83.622;-9.9853;88.0591
704;bbbp;GradientBoostingClassifier;"LINTFilter;MLSMRFilter";82.8586;-9.2617;88.8223
340;bbbp;LogisticRegression;"NIBRFilter;ZINCDruglikeFilter";83.622;-10.0312;88.0042
64;bbbp;LogisticRegression;"BrenkFilter;HaoFilter";83.622;-10.0481;87.9839
83;bbbp;LogisticRegression;"BrenkFilter;TiceInsecticidesFilter";83.622;-10.0674;87.9608
389;bbbp;LogisticRegression;"PfizerFilter;ValenceDiscoveryFilter";83.622;-10.0916;87.9319
670;bbbp;GradientBoostingClassifier;"HaoFilter;PfizerFilter";82.8586;-9.3752;88.6853
307;bbbp;LogisticRegression;"MLSMRFilter;ZINCDruglikeFilter";83.622;-10.1447;87.8684
141;bbbp;LogisticRegression;"GhoseFilter;HaoFilter";83.622;-10.1616;87.8481
756;bbbp;GradientBoostingClassifier;"MLSMRFilter;TiceInsecticidesFilter";82.8586;-9.4356;88.6124
590;bbbp;GradientBoostingClassifier;"FAF4LeadlikeFilter;ZINCDruglikeFilter";82.8586;-9.4767;88.5628
291;bbbp;LogisticRegression;"MLSMRFilter;NIBRFilter";83.622;-10.2655;87.7239
568;bbbp;GradientBoostingClassifier;"FAF4LeadlikeFilter;GSKFilter";82.8586;-9.5395;88.487
836;bbbp;GradientBoostingClassifier;"PfizerFilter;RuleOfVeberFilter";82.8586;-9.5395;88.487
328;bbbp;LogisticRegression;"NIBRFilter;PfizerFilter";83.622;-10.3911;87.5737
227;bbbp;LogisticRegression;"HaoFilter;ValenceDiscoveryFilter";83.622;-10.4008;87.5621
256;bbbp;LogisticRegression;"LINTFilter;OpreaFilter";83.622;-10.5168;87.4234
664;bbbp;GradientBoostingClassifier;"HaoFilter;MLSMRFilter";82.8586;-9.8234;88.1444
210;bbbp;LogisticRegression;"HaoFilter;LINTFilter";83.622;-10.5893;87.3368
302;bbbp;LogisticRegression;"MLSMRFilter;SureChEMBLFilter";83.622;-10.6134;87.3079
59;bbbp;LogisticRegression;"BrenkFilter;FAF4DruglikeFilter";83.622;-10.6158;87.305
63;bbbp;LogisticRegression;"BrenkFilter;GSKFilter";83.622;-10.6255;87.2934
401;bbbp;LogisticRegression;"RuleOfFourFilter;RuleOfVeberFilter";83.622;-10.6593;87.253
672;bbbp;GradientBoostingClassifier;"HaoFilter;RuleOfThreeFilter";82.8586;-9.9309;88.0146
127;bbbp;LogisticRegression;"FAF4LeadlikeFilter;PfizerFilter";83.622;-10.6956;87.2096
572;bbbp;GradientBoostingClassifier;"FAF4LeadlikeFilter;LipinskiFilter";82.8586;-9.9828;87.9519
226;bbbp;LogisticRegression;"HaoFilter;TiceInsecticidesFilter";83.622;-10.7801;87.1085
391;bbbp;LogisticRegression;"PfizerFilter;ZINCDruglikeFilter";83.622;-10.8478;87.0276
97;bbbp;LogisticRegression;"FAF4DruglikeFilter;NIBRFilter";83.622;-10.884;86.9843
301;bbbp;LogisticRegression;"MLSMRFilter;RuleOfXuFilter";83.622;-10.8864;86.9814
512;bbbp;GradientBoostingClassifier;"BrenkFilter;FAF4LeadlikeFilter";82.8586;-10.1338;87.7697
182;bbbp;LogisticRegression;"GlaxoFilter;TiceHerbicidesFilter";83.622;-10.9613;86.8918
212;bbbp;LogisticRegression;"HaoFilter;MLSMRFilter";83.622;-10.971;86.8803
151;bbbp;LogisticRegression;"GhoseFilter;PfizerFilter";83.622;-10.9831;86.8658
238;bbbp;LogisticRegression;"InpharmaticaFilter;PfizerFilter";83.622;-10.9927;86.8543
68;bbbp;LogisticRegression;"BrenkFilter;MLSMRFilter";83.622;-11.0072;86.8369
441;bbbp;LogisticRegression;"SureChEMBLFilter;ZINCDruglikeFilter";83.622;-11.2029;86.6029
193;bbbp;LogisticRegression;"GSKFilter;NIBRFilter";83.622;-11.2343;86.5654
183;bbbp;LogisticRegression;"GlaxoFilter;TiceInsecticidesFilter";83.622;-11.2633;86.5307
584;bbbp;GradientBoostingClassifier;"FAF4LeadlikeFilter;RuleOfXuFilter";82.8586;-10.5192;87.3046
588;bbbp;GradientBoostingClassifier;"FAF4LeadlikeFilter;ValenceDiscoveryFilter";82.8586;-10.7076;87.0772
101;bbbp;LogisticRegression;"FAF4DruglikeFilter;PfizerFilter";83.622;-11.5991;86.1291
196;bbbp;LogisticRegression;"GSKFilter;PAINSFilter";83.622;-11.6281;86.0944
574;bbbp;GradientBoostingClassifier;"FAF4LeadlikeFilter;MolecularWeightFilter";82.8586;-10.9432;86.7929
693;bbbp;GradientBoostingClassifier;"InpharmaticaFilter;RuleOfThreeFilter";82.8586;-10.9674;86.7638
74;bbbp;LogisticRegression;"BrenkFilter;PfizerFilter";83.622;-11.7731;85.9211
229;bbbp;LogisticRegression;"HaoFilter;ZINCDruglikeFilter";83.622;-11.8093;85.8777
526;bbbp;GradientBoostingClassifier;"BrenkFilter;PfizerFilter";82.8586;-11.0628;86.6486
873;bbbp;GradientBoostingClassifier;"RuleOfTwoFilter;TiceInsecticidesFilter";82.8586;-11.0918;86.6136
191;bbbp;LogisticRegression;"GSKFilter;MLSMRFilter";83.622;-11.8673;85.8084
91;bbbp;LogisticRegression;"FAF4DruglikeFilter;HaoFilter";83.622;-11.8673;85.8084
780;bbbp;GradientBoostingClassifier;"NIBRFilter;PfizerFilter";82.8586;-11.1498;86.5436
241;bbbp;LogisticRegression;"InpharmaticaFilter;RuleOfThreeFilter";83.622;-11.9422;85.7188
217;bbbp;LogisticRegression;"HaoFilter;PAINSFilter";83.622;-12.0727;85.5628
95;bbbp;LogisticRegression;"FAF4DruglikeFilter;MLSMRFilter";83.622;-12.0944;85.5368
603;bbbp;GradientBoostingClassifier;"GhoseFilter;PfizerFilter";82.8586;-11.4723;86.1544
352;bbbp;LogisticRegression;"NIHFilter;TiceInsecticidesFilter";83.622;-12.3795;85.1959
55;bbbp;LogisticRegression;"BMSFilter;TiceInsecticidesFilter";83.622;-12.3795;85.1959
189;bbbp;LogisticRegression;"GSKFilter;LINTFilter";83.622;-12.5196;85.0283
118;bbbp;LogisticRegression;"FAF4LeadlikeFilter;InpharmaticaFilter";83.622;-12.5341;85.011
139;bbbp;LogisticRegression;"GhoseFilter;GlaxoFilter";83.622;-12.6549;84.8665
121;bbbp;LogisticRegression;"FAF4LeadlikeFilter;MLSMRFilter";83.622;-12.6622;84.8579
108;bbbp;LogisticRegression;"FAF4DruglikeFilter;SureChEMBLFilter";83.622;-12.6839;84.8319
407;bbbp;LogisticRegression;"RuleOfFourFilter;ZINCDruglikeFilter";83.622;-12.7081;84.803
862;bbbp;GradientBoostingClassifier;"RuleOfThreeFilter;RuleOfXuFilter";82.8586;-11.9507;85.577
843;bbbp;GradientBoostingClassifier;"PfizerFilter;ZINCDruglikeFilter";82.8586;-11.9869;85.5333
402;bbbp;LogisticRegression;"RuleOfFourFilter;RuleOfXuFilter";83.622;-12.7588;84.7423
303;bbbp;LogisticRegression;"MLSMRFilter;TiceHerbicidesFilter";83.622;-13.1719;84.2482
798;bbbp;GradientBoostingClassifier;"NIHFilter;RuleOfThreeFilter";82.8586;-12.5969;84.7971
208;bbbp;LogisticRegression;"GSKFilter;ZINCDruglikeFilter";83.622;-13.4015;83.9738
573;bbbp;GradientBoostingClassifier;"FAF4LeadlikeFilter;MLSMRFilter";82.8586;-12.6428;84.7417
293;bbbp;LogisticRegression;"MLSMRFilter;OpreaFilter";83.622;-13.4643;83.8986
60;bbbp;LogisticRegression;"BrenkFilter;FAF4LeadlikeFilter";83.622;-13.5054;83.8495
351;bbbp;LogisticRegression;"NIHFilter;TiceHerbicidesFilter";83.622;-13.5658;83.7773
54;bbbp;LogisticRegression;"BMSFilter;TiceHerbicidesFilter";83.622;-13.5658;83.7773
498;bbbp;GradientBoostingClassifier;"BMSFilter;PfizerFilter";82.8586;-12.9267;84.3991
606;bbbp;GradientBoostingClassifier;"GhoseFilter;RuleOfTwoFilter";82.8586;-12.9787;84.3364
148;bbbp;LogisticRegression;"GhoseFilter;NIHFilter";83.622;-13.7518;83.5548
33;bbbp;LogisticRegression;"BMSFilter;GhoseFilter";83.622;-13.7518;83.5548
349;bbbp;LogisticRegression;"NIHFilter;RuleOfXuFilter";83.622;-13.8822;83.3988
52;bbbp;LogisticRegression;"BMSFilter;RuleOfXuFilter";83.622;-13.8822;83.3988
240;bbbp;LogisticRegression;"InpharmaticaFilter;RuleOfFourFilter";83.622;-14.0731;83.1706
136;bbbp;LogisticRegression;"FAF4LeadlikeFilter;ValenceDiscoveryFilter";83.622;-14.1939;83.0261
185;bbbp;LogisticRegression;"GlaxoFilter;ZINCBasicFilter";83.622;-14.2398;82.9712
220;bbbp;LogisticRegression;"HaoFilter;RuleOfThreeFilter";83.622;-14.2857;82.9163
921;bbbp;GaussianNB;"BeyondRo5Filter;PfizerFilter";53.7001;15.6314;129.1087
90;bbbp;LogisticRegression;"FAF4DruglikeFilter;GSKFilter";83.622;-14.4452;82.7256
501;bbbp;GradientBoostingClassifier;"BMSFilter;RuleOfThreeFilter";82.8586;-13.7554;83.3989
582;bbbp;GradientBoostingClassifier;"FAF4LeadlikeFilter;RuleOfTwoFilter";82.8586;-13.7602;83.3931
242;bbbp;LogisticRegression;"InpharmaticaFilter;RuleOfTwoFilter";83.622;-14.5974;82.5436
841;bbbp;GradientBoostingClassifier;"PfizerFilter;ValenceDiscoveryFilter";82.8586;-13.8472;83.2881
167;bbbp;LogisticRegression;"GlaxoFilter;LipinskiFilter";83.622;-14.6167;82.5205
1216;bbbp;GaussianNB;"MolecularWeightFilter;PfizerFilter";53.7001;15.2908;128.4744
114;bbbp;LogisticRegression;"FAF4LeadlikeFilter;GhoseFilter";83.622;-14.7109;82.4078
119;bbbp;LogisticRegression;"FAF4LeadlikeFilter;LINTFilter";83.622;-14.9549;82.116
795;bbbp;GradientBoostingClassifier;"NIHFilter;PfizerFilter";82.8586;-14.241;82.8129
861;bbbp;GradientBoostingClassifier;"RuleOfThreeFilter;RuleOfVeberFilter";82.8586;-14.2809;82.7648
502;bbbp;GradientBoostingClassifier;"BMSFilter;RuleOfTwoFilter";82.8586;-14.4258;82.5898
1273;bbbp;GaussianNB;"PAINSFilter;PfizerFilter";53.7001;14.6916;127.3586
868;bbbp;GradientBoostingClassifier;"RuleOfThreeFilter;ZINCDruglikeFilter";82.8586;-14.5201;82.4761
135;bbbp;LogisticRegression;"FAF4LeadlikeFilter;TiceInsecticidesFilter";83.622;-15.2956;81.7087
799;bbbp;GradientBoostingClassifier;"NIHFilter;RuleOfTwoFilter";82.8586;-14.5974;82.3828
839;bbbp;GradientBoostingClassifier;"PfizerFilter;TiceHerbicidesFilter";82.8586;-14.6288;82.3449
629;bbbp;GradientBoostingClassifier;"GlaxoFilter;RuleOfThreeFilter";82.8586;-14.6735;82.2909
177;bbbp;LogisticRegression;"GlaxoFilter;RuleOfThreeFilter";83.622;-15.4816;81.4862
732;bbbp;GradientBoostingClassifier;"LipinskiFilter;RuleOfThreeFilter";82.8586;-14.7218;82.2326
180;bbbp;LogisticRegression;"GlaxoFilter;RuleOfXuFilter";83.622;-15.6266;81.3128
133;bbbp;LogisticRegression;"FAF4LeadlikeFilter;SureChEMBLFilter";83.622;-15.7256;81.1944
867;bbbp;GradientBoostingClassifier;"RuleOfThreeFilter;ZINCBasicFilter";82.8586;-14.9719;81.9308
767;bbbp;GradientBoostingClassifier;"MolecularWeightFilter;RuleOfThreeFilter";82.8586;-15.0637;81.82
164;bbbp;LogisticRegression;"GlaxoFilter;HaoFilter";83.622;-15.9286;80.9517
418;bbbp;LogisticRegression;"RuleOfTwoFilter;RuleOfXuFilter";83.622;-15.9358;80.943
871;bbbp;GradientBoostingClassifier;"RuleOfTwoFilter;SureChEMBLFilter";82.8586;-15.2014;81.6538
626;bbbp;GradientBoostingClassifier;"GlaxoFilter;PfizerFilter";82.8586;-15.3439;81.4818
115;bbbp;LogisticRegression;"FAF4LeadlikeFilter;GlaxoFilter";83.622;-16.2233;80.5992
47;bbbp;LogisticRegression;"BMSFilter;REOSFilter";83.622;-16.2282;80.5934
344;bbbp;LogisticRegression;"NIHFilter;REOSFilter";83.622;-16.2282;80.5934
274;bbbp;LogisticRegression;"LipinskiFilter;NIHFilter";83.622;-16.3465;80.4519
39;bbbp;LogisticRegression;"BMSFilter;LipinskiFilter";83.622;-16.3465;80.4519
417;bbbp;LogisticRegression;"RuleOfTwoFilter;RuleOfVeberFilter";83.622;-16.349;80.449
221;bbbp;LogisticRegression;"HaoFilter;RuleOfTwoFilter";83.622;-16.349;80.449
281;bbbp;LogisticRegression;"LipinskiFilter;RuleOfTwoFilter";83.622;-16.349;80.449
200;bbbp;LogisticRegression;"GSKFilter;RuleOfTwoFilter";83.622;-16.349;80.449
316;bbbp;LogisticRegression;"MolecularWeightFilter;RuleOfTwoFilter";83.622;-16.349;80.449
354;bbbp;LogisticRegression;"NIHFilter;ZINCBasicFilter";83.622;-16.4094;80.3767
57;bbbp;LogisticRegression;"BMSFilter;ZINCBasicFilter";83.622;-16.4094;80.3767
373;bbbp;LogisticRegression;"PAINSFilter;RuleOfTwoFilter";83.622;-16.419;80.3652
422;bbbp;LogisticRegression;"RuleOfTwoFilter;ZINCBasicFilter";83.622;-16.5471;80.2121
175;bbbp;LogisticRegression;"GlaxoFilter;REOSFilter";83.622;-16.6244;80.1196
713;bbbp;GradientBoostingClassifier;"LINTFilter;RuleOfThreeFilter";82.8586;-15.8972;80.8141
179;bbbp;LogisticRegression;"GlaxoFilter;RuleOfVeberFilter";83.622;-16.7186;80.0069
557;bbbp;GradientBoostingClassifier;"FAF4DruglikeFilter;RuleOfTwoFilter";82.8586;-16.0421;80.6391
117;bbbp;LogisticRegression;"FAF4LeadlikeFilter;HaoFilter";83.622;-16.808;79.9
782;bbbp;GradientBoostingClassifier;"NIBRFilter;RuleOfFourFilter";82.8586;-16.0639;80.6129
184;bbbp;LogisticRegression;"GlaxoFilter;ValenceDiscoveryFilter";83.622;-16.8297;79.874
331;bbbp;LogisticRegression;"NIBRFilter;RuleOfThreeFilter";83.622;-16.8756;79.8191
824;bbbp;GradientBoostingClassifier;"PAINSFilter;RuleOfThreeFilter";82.8586;-16.1255;80.5385
1232;bbbp;GaussianNB;"NIBRFilter;PfizerFilter";53.7001;12.9207;124.0608
872;bbbp;GradientBoostingClassifier;"RuleOfTwoFilter;TiceHerbicidesFilter";82.8586;-16.3538;80.263
163;bbbp;LogisticRegression;"GlaxoFilter;GSKFilter";83.622;-17.1414;79.5013
1290;bbbp;GaussianNB;"PfizerFilter;SureChEMBLFilter";53.7001;12.7491;123.7414
408;bbbp;LogisticRegression;"RuleOfThreeFilter;RuleOfTwoFilter";83.622;-17.2308;79.3944
131;bbbp;LogisticRegression;"FAF4LeadlikeFilter;RuleOfVeberFilter";83.622;-17.4144;79.1749
