;Dataset;Model;Filters;Baseline RMSE;Predicted RMSE;Ratio [%]
429;lipophilicity;SVM;RuleOfVeberFilter, SureChEMBLFilter;0.8209;0.8408;102.41643257330944
1686;lipophilicity;Gradient Boosting Regressor;BeyondRo5Filter, BrenkFilter;0.9215;0.9439;102.43308022783772
1755;lipophilicity;Gradient Boosting Regressor;BrenkFilter, NIBRFilter;0.9215;0.9441;102.4513319706707
726;lipophilicity;MLP;LINTFilter, ZINCBasicFilter;1.0169;1.0422;102.48050167839831
444;lipophilicity;SVM;SureChEMBLFilter, ZINCBasicFilter;0.8209;0.8413;102.48194791096653
784;lipophilicity;MLP;NIBRFilter, PAINSFilter;1.0169;1.0422;102.48347508201033
24;lipophilicity;SVM;BeyondRo5Filter, SureChEMBLFilter;0.8209;0.8417;102.52268327414798
181;lipophilicity;SVM;GlaxoFilter, SureChEMBLFilter;0.8209;0.8417;102.53271866831352
681;lipophilicity;MLP;HaoFilter, SureChEMBLFilter;1.0169;1.0427;102.53645060778771
1330;lipophilicity;Gradient Boosting Regressor;InpharmaticaFilter, REOSFilter;0.9185;0.9418;102.53772292881567
1326;lipophilicity;Gradient Boosting Regressor;InpharmaticaFilter, NIHFilter;0.9185;0.942;102.56245018249376
900;lipophilicity;MLP;SureChEMBLFilter, ZINCBasicFilter;1.0169;1.043;102.56435909041626
680;lipophilicity;MLP;HaoFilter, RuleOfXuFilter;1.0169;1.0433;102.59204407632684
378;lipophilicity;SVM;PAINSFilter, SureChEMBLFilter;0.8209;0.8425;102.62929375374125
1374;lipophilicity;Gradient Boosting Regressor;LipinskiFilter, RuleOfXuFilter;0.9185;0.9427;102.64029638921674
1715;lipophilicity;Gradient Boosting Regressor;BMSFilter, BrenkFilter;0.9215;0.9461;102.66814446676831
1470;lipophilicity;Gradient Boosting Regressor;PAINSFilter, TiceInsecticidesFilter;0.9185;0.943;102.67047434887905
1361;lipophilicity;Gradient Boosting Regressor;LINTFilter, ZINCDruglikeFilter;0.9185;0.9434;102.71913207151331
336;lipophilicity;SVM;NIBRFilter, SureChEMBLFilter;0.8209;0.8433;102.72374418003405
53;lipophilicity;SVM;BMSFilter, SureChEMBLFilter;0.8209;0.8433;102.72428586388152
351;lipophilicity;SVM;NIHFilter, SureChEMBLFilter;0.8209;0.8433;102.72428586388152
767;lipophilicity;MLP;MolecularWeightFilter, OpreaFilter;1.0169;1.0447;102.72896254506452
820;lipophilicity;MLP;OpreaFilter, RuleOfXuFilter;1.0169;1.0447;102.72896254506452
673;lipophilicity;MLP;HaoFilter, PAINSFilter;1.0169;1.0447;102.72960552324528
1756;lipophilicity;Gradient Boosting Regressor;BrenkFilter, NIHFilter;0.9215;0.9467;102.73934859692504
690;lipophilicity;MLP;InpharmaticaFilter, MolecularWeightFilter;1.0169;1.045;102.76167746472989
835;lipophilicity;MLP;PAINSFilter, TiceHerbicidesFilter;1.0169;1.0451;102.771219329409
685;lipophilicity;MLP;HaoFilter, ZINCBasicFilter;1.0169;1.0453;102.78709804400951
1613;lipophilicity;SGD;BrenkFilter, LipinskiFilter;427781094874.2798;439766595078.7107;102.80178351686003
819;lipophilicity;MLP;OpreaFilter, RuleOfVeberFilter;1.0169;1.0455;102.81164569295109
1521;lipophilicity;Gradient Boosting Regressor;RuleOfVeberFilter, TiceInsecticidesFilter;0.9185;0.9445;102.83081876330455
1202;lipophilicity;SGD;RuleOfVeberFilter, SureChEMBLFilter;482070154095.9755;495818603888.595;102.85196037875481
577;lipophilicity;MLP;FAF4LeadlikeFilter, MLSMRFilter;1.0169;1.046;102.85844399138904
491;lipophilicity;MLP;BMSFilter, GSKFilter;1.0169;1.0465;102.90795453878974
650;lipophilicity;MLP;GSKFilter, NIHFilter;1.0169;1.0465;102.90795453878974
619;lipophilicity;MLP;GlaxoFilter, GSKFilter;1.0169;1.0467;102.92208309491602
1758;lipophilicity;Gradient Boosting Regressor;BrenkFilter, PAINSFilter;0.9215;0.9485;102.92753738720126
649;lipophilicity;MLP;GSKFilter, NIBRFilter;1.0169;1.0469;102.94489855510001
1348;lipophilicity;Gradient Boosting Regressor;LINTFilter, PAINSFilter;0.9185;0.9461;103.01038967354505
884;lipophilicity;MLP;RuleOfVeberFilter, RuleOfXuFilter;1.0169;1.0476;103.0167711286254
810;lipophilicity;MLP;NIHFilter, ValenceDiscoveryFilter;1.0169;1.0477;103.02754320117063
512;lipophilicity;MLP;BMSFilter, ValenceDiscoveryFilter;1.0169;1.0477;103.02754320117063
1737;lipophilicity;Gradient Boosting Regressor;BMSFilter, RuleOfXuFilter;0.9215;0.9503;103.12610402419817
467;lipophilicity;MLP;BeyondRo5Filter, MLSMRFilter;1.0169;1.0489;103.14012343235528
1409;lipophilicity;Gradient Boosting Regressor;MolecularWeightFilter, RuleOfXuFilter;0.9185;0.9473;103.14526342272177
1251;lipophilicity;Gradient Boosting Regressor;GhoseFilter, ZINCBasicFilter;0.9185;0.9474;103.14760312626781
1525;lipophilicity;Gradient Boosting Regressor;RuleOfXuFilter, SureChEMBLFilter;0.9185;0.9481;103.22750456932425
1154;lipophilicity;SGD;PAINSFilter, ValenceDiscoveryFilter;482070154095.9755;497669793206.1806;103.2359686609222
516;lipophilicity;MLP;BrenkFilter, FAF4LeadlikeFilter;1.0169;1.0499;103.23791687141647
1360;lipophilicity;Gradient Boosting Regressor;LINTFilter, ZINCBasicFilter;0.9185;0.9482;103.23955264673049
1764;lipophilicity;Gradient Boosting Regressor;BrenkFilter, RuleOfVeberFilter;0.9215;0.9513;103.24015735903357
1771;lipophilicity;Gradient Boosting Regressor;BrenkFilter, ZINCDruglikeFilter;0.9215;0.9514;103.24357165659322
335;lipophilicity;SVM;NIBRFilter, RuleOfXuFilter;0.8209;0.8476;103.2474663666029
284;lipophilicity;SVM;LipinskiFilter, RuleOfXuFilter;0.8209;0.8478;103.27326698420106
1740;lipophilicity;Gradient Boosting Regressor;BMSFilter, TiceInsecticidesFilter;0.9215;0.9517;103.28055107948786
903;lipophilicity;MLP;TiceHerbicidesFilter, ValenceDiscoveryFilter;1.0169;1.0503;103.28224858556159
552;lipophilicity;MLP;FAF4DruglikeFilter, MolecularWeightFilter;1.0169;1.0505;103.29711665657942
813;lipophilicity;MLP;OpreaFilter, PAINSFilter;1.0169;1.0505;103.29792351559963
689;lipophilicity;MLP;InpharmaticaFilter, MLSMRFilter;1.0169;1.0506;103.30928496363975
751;lipophilicity;MLP;MLSMRFilter, PAINSFilter;1.0169;1.0506;103.31319639816495
777;lipophilicity;MLP;MolecularWeightFilter, TiceHerbicidesFilter;1.0169;1.0511;103.35894653001839
742;lipophilicity;MLP;LipinskiFilter, TiceHerbicidesFilter;1.0169;1.0511;103.35894653001839
732;lipophilicity;MLP;LipinskiFilter, OpreaFilter;1.0169;1.0512;103.36765231764393
319;lipophilicity;SVM;MolecularWeightFilter, RuleOfXuFilter;0.8209;0.8486;103.37218248031188
1752;lipophilicity;Gradient Boosting Regressor;BrenkFilter, LipinskiFilter;0.9215;0.9527;103.38576075046349
1270;lipophilicity;Gradient Boosting Regressor;GlaxoFilter, RuleOfXuFilter;0.9185;0.9497;103.39845184677587
445;lipophilicity;SVM;SureChEMBLFilter, ZINCDruglikeFilter;0.8209;0.8489;103.40027095288391
664;lipophilicity;MLP;GSKFilter, ZINCDruglikeFilter;1.0169;1.0517;103.4167290531996
180;lipophilicity;SVM;GlaxoFilter, RuleOfXuFilter;0.8209;0.8492;103.44265996583073
1689;lipophilicity;Gradient Boosting Regressor;BeyondRo5Filter, GhoseFilter;0.9215;0.9533;103.44960652726904
439;lipophilicity;SVM;RuleOfXuFilter, ZINCBasicFilter;0.8209;0.8493;103.45132722823574
1440;lipophilicity;Gradient Boosting Regressor;NIHFilter, RuleOfXuFilter;0.9185;0.9502;103.4577356813938
1532;lipophilicity;Gradient Boosting Regressor;SureChEMBLFilter, TiceInsecticidesFilter;0.9185;0.9504;103.47441470024663
894;lipophilicity;MLP;RuleOfXuFilter, ValenceDiscoveryFilter;1.0169;1.0523;103.47673511530435
23;lipophilicity;SVM;BeyondRo5Filter, RuleOfXuFilter;0.8209;0.8496;103.49152886665969
524;lipophilicity;MLP;BrenkFilter, MLSMRFilter;1.0169;1.0525;103.4999602553756
711;lipophilicity;MLP;LINTFilter, NIBRFilter;1.0169;1.0528;103.52525297786921
1393;lipophilicity;Gradient Boosting Regressor;MLSMRFilter, SureChEMBLFilter;0.9185;0.9509;103.53033406311137
1529;lipophilicity;Gradient Boosting Regressor;RuleOfXuFilter, ZINCBasicFilter;0.9185;0.9511;103.55041753370861
1488;lipophilicity;Gradient Boosting Regressor;REOSFilter, RuleOfXuFilter;0.9185;0.9512;103.56934520662261
1236;lipophilicity;Gradient Boosting Regressor;GhoseFilter, MolecularWeightFilter;0.9185;0.9515;103.60143479115165
1744;lipophilicity;Gradient Boosting Regressor;BrenkFilter, FAF4DruglikeFilter;0.9215;0.9547;103.61008000912044
792;lipophilicity;MLP;NIBRFilter, SureChEMBLFilter;1.0169;1.0537;103.61506767614017
94;lipophilicity;SVM;FAF4DruglikeFilter, LipinskiFilter;0.8209;0.8508;103.6347548449931
377;lipophilicity;SVM;PAINSFilter, RuleOfXuFilter;0.8209;0.851;103.66631230063652
758;lipophilicity;MLP;MLSMRFilter, RuleOfXuFilter;1.0169;1.0545;103.69115966761562
702;lipophilicity;MLP;InpharmaticaFilter, SureChEMBLFilter;1.0169;1.0546;103.69900230795275
1443;lipophilicity;Gradient Boosting Regressor;NIHFilter, TiceInsecticidesFilter;0.9185;0.9524;103.7006771592128
471;lipophilicity;MLP;BeyondRo5Filter, OpreaFilter;1.0169;1.0546;103.7025090627246
749;lipophilicity;MLP;MLSMRFilter, NIHFilter;1.0169;1.0551;103.75457817876847
496;lipophilicity;MLP;BMSFilter, MLSMRFilter;1.0169;1.0551;103.75457817876847
909;lipophilicity;MLP;ValenceDiscoveryFilter, ZINCBasicFilter;1.0169;1.0551;103.75493697451557
888;lipophilicity;MLP;RuleOfVeberFilter, ValenceDiscoveryFilter;1.0169;1.0551;103.7557540306737
483;lipophilicity;MLP;BeyondRo5Filter, ValenceDiscoveryFilter;1.0169;1.0552;103.76197589969367
826;lipophilicity;MLP;OpreaFilter, ZINCDruglikeFilter;1.0169;1.0553;103.77602509306428
1760;lipophilicity;Gradient Boosting Regressor;BrenkFilter, REOSFilter;0.9215;0.9563;103.77674409598056
1541;lipophilicity;Gradient Boosting Regressor;TiceInsecticidesFilter, ZINCBasicFilter;0.9185;0.9532;103.78328091561242
112;lipophilicity;SVM;FAF4DruglikeFilter, ZINCBasicFilter;0.8209;0.852;103.78603724453639
1398;lipophilicity;Gradient Boosting Regressor;MLSMRFilter, ZINCDruglikeFilter;0.9185;0.9535;103.81220115914812
1342;lipophilicity;Gradient Boosting Regressor;LINTFilter, LipinskiFilter;0.9185;0.9535;103.81302658152723
1273;lipophilicity;Gradient Boosting Regressor;GlaxoFilter, TiceInsecticidesFilter;0.9185;0.9537;103.84057779577604
547;lipophilicity;MLP;FAF4DruglikeFilter, HaoFilter;1.0169;1.0562;103.85622472276106
1711;lipophilicity;Gradient Boosting Regressor;BeyondRo5Filter, TiceInsecticidesFilter;0.9215;0.9571;103.86559175527606
1341;lipophilicity;Gradient Boosting Regressor;InpharmaticaFilter, ZINCDruglikeFilter;0.9185;0.954;103.86617285905528
96;lipophilicity;SVM;FAF4DruglikeFilter, MolecularWeightFilter;0.8209;0.8527;103.86858254384728
89;lipophilicity;SVM;FAF4DruglikeFilter, GlaxoFilter;0.8209;0.8527;103.87046549072043
1339;lipophilicity;Gradient Boosting Regressor;InpharmaticaFilter, ValenceDiscoveryFilter;0.9185;0.9541;103.8856089066182
1240;lipophilicity;Gradient Boosting Regressor;GhoseFilter, PAINSFilter;0.9185;0.9542;103.88751331577446
1234;lipophilicity;Gradient Boosting Regressor;GhoseFilter, LipinskiFilter;0.9185;0.9542;103.89411408787232
1792;lipophilicity;Gradient Boosting Regressor;FAF4DruglikeFilter, RuleOfXuFilter;0.9215;0.9574;103.90179807837536
428;lipophilicity;SVM;RuleOfVeberFilter, RuleOfXuFilter;0.8209;0.8532;103.92355874552182
2;lipophilicity;SVM;BeyondRo5Filter, FAF4DruglikeFilter;0.8209;0.8532;103.92654030122151
550;lipophilicity;MLP;FAF4DruglikeFilter, LipinskiFilter;1.0169;1.0571;103.94573024032681
100;lipophilicity;SVM;FAF4DruglikeFilter, PAINSFilter;0.8209;0.8533;103.94629370145235
106;lipophilicity;SVM;FAF4DruglikeFilter, RuleOfVeberFilter;0.8209;0.8533;103.94651617836426
52;lipophilicity;SVM;BMSFilter, RuleOfXuFilter;0.8209;0.8535;103.9619501151525
350;lipophilicity;SVM;NIHFilter, RuleOfXuFilter;0.8209;0.8535;103.9619501151525
1723;lipophilicity;Gradient Boosting Regressor;BMSFilter, LINTFilter;0.9215;0.958;103.9632195708841
783;lipophilicity;MLP;NIBRFilter, OpreaFilter;1.0169;1.0576;103.99316521847553
573;lipophilicity;MLP;FAF4LeadlikeFilter, HaoFilter;1.0169;1.0578;104.0125171156792
1344;lipophilicity;Gradient Boosting Regressor;LINTFilter, MolecularWeightFilter;0.9185;0.9556;104.04573784540251
113;lipophilicity;SVM;FAF4DruglikeFilter, ZINCDruglikeFilter;0.8209;0.8543;104.06004383040064
97;lipophilicity;SVM;FAF4DruglikeFilter, NIBRFilter;0.8209;0.8545;104.0815740062433
763;lipophilicity;MLP;MLSMRFilter, ZINCBasicFilter;1.0169;1.0585;104.08593843873184
1245;lipophilicity;Gradient Boosting Regressor;GhoseFilter, RuleOfVeberFilter;0.9185;0.9564;104.12827792397906
1491;lipophilicity;Gradient Boosting Regressor;REOSFilter, TiceInsecticidesFilter;0.9185;0.9567;104.15861082007214
1377;lipophilicity;Gradient Boosting Regressor;LipinskiFilter, TiceInsecticidesFilter;0.9185;0.9567;104.16833537261783
1362;lipophilicity;Gradient Boosting Regressor;LipinskiFilter, MLSMRFilter;0.9185;0.9568;104.17968687161705
1397;lipophilicity;Gradient Boosting Regressor;MLSMRFilter, ZINCBasicFilter;0.9185;0.9569;104.18723869883158
1345;lipophilicity;Gradient Boosting Regressor;LINTFilter, NIBRFilter;0.9185;0.9569;104.18749991740223
1694;lipophilicity;Gradient Boosting Regressor;BeyondRo5Filter, LINTFilter;0.9215;0.9601;104.19711704064574
1346;lipophilicity;Gradient Boosting Regressor;LINTFilter, NIHFilter;0.9185;0.9573;104.2280880440592
1542;lipophilicity;Gradient Boosting Regressor;TiceInsecticidesFilter, ZINCDruglikeFilter;0.9185;0.9574;104.24292461989309
1256;lipophilicity;Gradient Boosting Regressor;GlaxoFilter, LINTFilter;0.9185;0.9576;104.26358273586393
1412;lipophilicity;Gradient Boosting Regressor;MolecularWeightFilter, TiceInsecticidesFilter;0.9185;0.9578;104.2792951203038
1358;lipophilicity;Gradient Boosting Regressor;LINTFilter, TiceInsecticidesFilter;0.9185;0.9578;104.28138293910183
1765;lipophilicity;Gradient Boosting Regressor;BrenkFilter, RuleOfXuFilter;0.9215;0.9611;104.3000026794692
98;lipophilicity;SVM;FAF4DruglikeFilter, NIHFilter;0.8209;0.8563;104.30826097214896
31;lipophilicity;SVM;BMSFilter, FAF4DruglikeFilter;0.8209;0.8563;104.30826097214896
614;lipophilicity;MLP;GhoseFilter, TiceHerbicidesFilter;1.0169;1.0608;104.31274599110483
779;lipophilicity;MLP;MolecularWeightFilter, ValenceDiscoveryFilter;1.0169;1.0609;104.32299183227755
1769;lipophilicity;Gradient Boosting Regressor;BrenkFilter, ValenceDiscoveryFilter;0.9215;0.9614;104.33447928355466
611;lipophilicity;MLP;GhoseFilter, RuleOfVeberFilter;1.0169;1.0618;104.40705281497327
1237;lipophilicity;Gradient Boosting Regressor;GhoseFilter, NIBRFilter;0.9185;0.9595;104.47299367753537
1778;lipophilicity;Gradient Boosting Regressor;FAF4DruglikeFilter, LINTFilter;0.9215;0.9628;104.48412595067144
1583;lipophilicity;SGD;BMSFilter, InpharmaticaFilter;427781094874.2798;447096123519.1122;104.51516648965257
759;lipophilicity;MLP;MLSMRFilter, SureChEMBLFilter;1.0169;1.0631;104.53469120577981
1428;lipophilicity;Gradient Boosting Regressor;NIBRFilter, TiceInsecticidesFilter;0.9185;0.9602;104.54882105837781
554;lipophilicity;MLP;FAF4DruglikeFilter, NIHFilter;1.0169;1.0637;104.5986793942076
487;lipophilicity;MLP;BMSFilter, FAF4DruglikeFilter;1.0169;1.0637;104.5986793942076
1753;lipophilicity;Gradient Boosting Regressor;BrenkFilter, MLSMRFilter;0.9215;0.964;104.61779697623359
652;lipophilicity;MLP;GSKFilter, PAINSFilter;1.0169;1.0642;104.6423730646723
671;lipophilicity;MLP;HaoFilter, NIHFilter;1.0169;1.0642;104.64561191087023
492;lipophilicity;MLP;BMSFilter, HaoFilter;1.0169;1.0642;104.64561191087023
590;lipophilicity;MLP;FAF4LeadlikeFilter, TiceHerbicidesFilter;1.0169;1.0643;104.65145363887218
1381;lipophilicity;Gradient Boosting Regressor;MLSMRFilter, MolecularWeightFilter;0.9185;0.9614;104.67631725388999
1795;lipophilicity;Gradient Boosting Regressor;FAF4DruglikeFilter, TiceInsecticidesFilter;0.9215;0.9648;104.70429516262799
79;lipophilicity;SVM;BrenkFilter, RuleOfVeberFilter;0.8209;0.8596;104.71448894086225
705;lipophilicity;MLP;InpharmaticaFilter, ValenceDiscoveryFilter;1.0169;1.0649;104.71980101217402
1336;lipophilicity;Gradient Boosting Regressor;InpharmaticaFilter, SureChEMBLFilter;0.9185;0.9618;104.72139405956446
1725;lipophilicity;Gradient Boosting Regressor;BMSFilter, MLSMRFilter;0.9215;0.9655;104.78206454485834
643;lipophilicity;MLP;GSKFilter, HaoFilter;1.0169;1.0656;104.7862920432209
67;lipophilicity;SVM;BrenkFilter, LipinskiFilter;0.8209;0.8604;104.80366778297272
1718;lipophilicity;Gradient Boosting Regressor;BMSFilter, GhoseFilter;0.9215;0.9658;104.81212067461294
1696;lipophilicity;Gradient Boosting Regressor;BeyondRo5Filter, MLSMRFilter;0.9215;0.9661;104.8384414385294
720;lipophilicity;MLP;LINTFilter, RuleOfVeberFilter;1.0169;1.0662;104.84345400195545
1642;lipophilicity;SGD;FAF4DruglikeFilter, MolecularWeightFilter;427781094874.2798;448642297965.3578;104.87660706399589
69;lipophilicity;SVM;BrenkFilter, MolecularWeightFilter;0.8209;0.8611;104.888570241111
235;lipophilicity;SVM;InpharmaticaFilter, NIBRFilter;0.8209;0.8611;104.8925093311704
1350;lipophilicity;Gradient Boosting Regressor;LINTFilter, REOSFilter;0.9185;0.9635;104.90717415810487
165;lipophilicity;SVM;GlaxoFilter, InpharmaticaFilter;0.8209;0.8614;104.92303092376653
62;lipophilicity;SVM;BrenkFilter, GlaxoFilter;0.8209;0.8614;104.92724845485533
234;lipophilicity;SVM;InpharmaticaFilter, MolecularWeightFilter;0.8209;0.8614;104.93017365658494
1238;lipophilicity;Gradient Boosting Regressor;GhoseFilter, NIHFilter;0.9185;0.9638;104.93583184204711
1323;lipophilicity;Gradient Boosting Regressor;InpharmaticaFilter, MLSMRFilter;0.9185;0.9638;104.94040481820342
244;lipophilicity;SVM;InpharmaticaFilter, RuleOfVeberFilter;0.8209;0.8617;104.95921398616343
440;lipophilicity;SVM;RuleOfXuFilter, ZINCDruglikeFilter;0.8209;0.8617;104.9662250108235
232;lipophilicity;SVM;InpharmaticaFilter, LipinskiFilter;0.8209;0.8619;104.98502379602115
8;lipophilicity;SVM;BeyondRo5Filter, InpharmaticaFilter;0.8209;0.8621;105.01190247942567
1258;lipophilicity;Gradient Boosting Regressor;GlaxoFilter, MLSMRFilter;0.9185;0.9645;105.01482576627039
1773;lipophilicity;Gradient Boosting Regressor;FAF4DruglikeFilter, GhoseFilter;0.9215;0.9678;105.02217449340647
250;lipophilicity;SVM;InpharmaticaFilter, ZINCBasicFilter;0.8209;0.8623;105.03170537061311
1356;lipophilicity;Gradient Boosting Regressor;LINTFilter, SureChEMBLFilter;0.9185;0.9647;105.03629024259891
1335;lipophilicity;Gradient Boosting Regressor;InpharmaticaFilter, RuleOfXuFilter;0.9185;0.9648;105.0464545540454
724;lipophilicity;MLP;LINTFilter, TiceInsecticidesFilter;1.0169;1.0684;105.0566148830196
288;lipophilicity;SVM;LipinskiFilter, ValenceDiscoveryFilter;0.8209;0.8625;105.06359411016757
1252;lipophilicity;Gradient Boosting Regressor;GhoseFilter, ZINCDruglikeFilter;0.9185;0.9653;105.10307698526952
1143;lipophilicity;SGD;OpreaFilter, ZINCDruglikeFilter;482070154095.9755;506689417167.4243;105.10698761627697
1;lipophilicity;SVM;BeyondRo5Filter, BrenkFilter;0.8209;0.863;105.12854959625051
85;lipophilicity;SVM;BrenkFilter, ZINCBasicFilter;0.8209;0.8631;105.1372584690574
822;lipophilicity;MLP;OpreaFilter, TiceHerbicidesFilter;1.0169;1.0692;105.13920009808244
381;lipophilicity;SVM;PAINSFilter, ValenceDiscoveryFilter;0.8209;0.8632;105.15132798023075
1382;lipophilicity;Gradient Boosting Regressor;MLSMRFilter, NIBRFilter;0.9185;0.9661;105.1863938024556
86;lipophilicity;SVM;BrenkFilter, ZINCDruglikeFilter;0.8209;0.8636;105.20127202991469
683;lipophilicity;MLP;HaoFilter, TiceInsecticidesFilter;1.0169;1.0699;105.2095699424187
453;lipophilicity;SVM;ValenceDiscoveryFilter, ZINCBasicFilter;0.8209;0.8639;105.23097621713362
1070;lipophilicity;SGD;MLSMRFilter, REOSFilter;482070154095.9755;507622515100.5069;105.30054822673054
37;lipophilicity;SVM;BMSFilter, InpharmaticaFilter;0.8209;0.8645;105.30334961468222
236;lipophilicity;SVM;InpharmaticaFilter, NIHFilter;0.8209;0.8645;105.30334961468222
81;lipophilicity;SVM;BrenkFilter, SureChEMBLFilter;0.8209;0.8645;105.31038601084019
686;lipophilicity;MLP;HaoFilter, ZINCDruglikeFilter;1.0169;1.071;105.31210813899392
1751;lipophilicity;Gradient Boosting Regressor;BrenkFilter, LINTFilter;0.9215;0.9705;105.31995035507724
1775;lipophilicity;Gradient Boosting Regressor;FAF4DruglikeFilter, GSKFilter;0.9215;0.9706;105.33535439389105
238;lipophilicity;SVM;InpharmaticaFilter, PAINSFilter;0.8209;0.8648;105.34119751338082
30;lipophilicity;SVM;BMSFilter, BrenkFilter;0.8209;0.865;105.36308231712081
71;lipophilicity;SVM;BrenkFilter, NIHFilter;0.8209;0.865;105.36308231712081
323;lipophilicity;SVM;MolecularWeightFilter, ValenceDiscoveryFilter;0.8209;0.8651;105.37928210087566
1229;lipophilicity;Gradient Boosting Regressor;GhoseFilter, GlaxoFilter;0.9185;0.968;105.39004393672928
184;lipophilicity;SVM;GlaxoFilter, ValenceDiscoveryFilter;0.8209;0.8652;105.39205913460438
693;lipophilicity;MLP;InpharmaticaFilter, OpreaFilter;1.0169;1.0718;105.39672262091602
70;lipophilicity;SVM;BrenkFilter, NIBRFilter;0.8209;0.8657;105.45282021719113
73;lipophilicity;SVM;BrenkFilter, PAINSFilter;0.8209;0.8658;105.46675222268509
279;lipophilicity;SVM;LipinskiFilter, REOSFilter;0.8209;0.8659;105.47728570605062
620;lipophilicity;MLP;GlaxoFilter, HaoFilter;1.0169;1.0727;105.48087795861971
1383;lipophilicity;Gradient Boosting Regressor;MLSMRFilter, NIHFilter;0.9185;0.9688;105.48095540859794
1087;lipophilicity;SGD;MolecularWeightFilter, REOSFilter;482070154095.9755;508605818228.2426;105.50452333686356
403;lipophilicity;SVM;REOSFilter, ZINCBasicFilter;0.8209;0.8662;105.50831638205582
657;lipophilicity;MLP;GSKFilter, RuleOfVeberFilter;1.0169;1.073;105.51547765576983
1768;lipophilicity;Gradient Boosting Regressor;BrenkFilter, TiceInsecticidesFilter;0.9215;0.9724;105.52585655826657
314;lipophilicity;SVM;MolecularWeightFilter, REOSFilter;0.8209;0.8663;105.5259682191923
1385;lipophilicity;Gradient Boosting Regressor;MLSMRFilter, PAINSFilter;0.9185;0.9695;105.55295489592153
1458;lipophilicity;Gradient Boosting Regressor;OpreaFilter, ValenceDiscoveryFilter;0.9185;0.9699;105.59589411452993
672;lipophilicity;MLP;HaoFilter, OpreaFilter;1.0169;1.074;105.60636924081321
27;lipophilicity;SVM;BeyondRo5Filter, ValenceDiscoveryFilter;0.8209;0.8671;105.61883904140433
18;lipophilicity;SVM;BeyondRo5Filter, REOSFilter;0.8209;0.8674;105.65543905218391
1391;lipophilicity;Gradient Boosting Regressor;MLSMRFilter, RuleOfVeberFilter;0.9185;0.9709;105.70627217937643
397;lipophilicity;SVM;REOSFilter, RuleOfVeberFilter;0.8209;0.868;105.73496298650065
528;lipophilicity;MLP;BrenkFilter, OpreaFilter;1.0169;1.0754;105.74460526639271
56;lipophilicity;SVM;BMSFilter, ValenceDiscoveryFilter;0.8209;0.8681;105.74828887937866
354;lipophilicity;SVM;NIHFilter, ValenceDiscoveryFilter;0.8209;0.8681;105.74828887937866
108;lipophilicity;SVM;FAF4DruglikeFilter, SureChEMBLFilter;0.8209;0.8682;105.75233234552526
1242;lipophilicity;Gradient Boosting Regressor;GhoseFilter, REOSFilter;0.9185;0.9713;105.75882578817154
339;lipophilicity;SVM;NIBRFilter, ValenceDiscoveryFilter;0.8209;0.8683;105.772952583928
1720;lipophilicity;Gradient Boosting Regressor;BMSFilter, GSKFilter;0.9215;0.975;105.80626386968403
575;lipophilicity;MLP;FAF4LeadlikeFilter, LINTFilter;1.0169;1.0762;105.823024575552
432;lipophilicity;SVM;RuleOfVeberFilter, ValenceDiscoveryFilter;0.8209;0.869;105.84946767945529
1564;lipophilicity;SGD;BeyondRo5Filter, REOSFilter;427781094874.2798;452864394020.4553;105.86358290413634
1284;lipophilicity;Gradient Boosting Regressor;GSKFilter, NIHFilter;0.9185;0.9723;105.86606488201002
1359;lipophilicity;Gradient Boosting Regressor;LINTFilter, ValenceDiscoveryFilter;0.9185;0.9724;105.87299721987462
748;lipophilicity;MLP;MLSMRFilter, NIBRFilter;1.0169;1.0767;105.87984873429981
1750;lipophilicity;Gradient Boosting Regressor;BrenkFilter, InpharmaticaFilter;0.9215;0.9757;105.88155060365594
435;lipophilicity;SVM;RuleOfXuFilter, SureChEMBLFilter;0.8209;0.8692;105.88384337717196
1298;lipophilicity;Gradient Boosting Regressor;GSKFilter, ZINCDruglikeFilter;0.9185;0.9725;105.8850015674096
372;lipophilicity;SVM;PAINSFilter, REOSFilter;0.8209;0.8693;105.8854615607294
175;lipophilicity;SVM;GlaxoFilter, REOSFilter;0.8209;0.8695;105.90985420363323
251;lipophilicity;SVM;InpharmaticaFilter, ZINCDruglikeFilter;0.8209;0.8705;106.03588701760991
682;lipophilicity;MLP;HaoFilter, TiceHerbicidesFilter;1.0169;1.0785;106.04774143725271
1321;lipophilicity;Gradient Boosting Regressor;InpharmaticaFilter, LINTFilter;0.9185;0.974;106.05164195011866
1540;lipophilicity;Gradient Boosting Regressor;TiceInsecticidesFilter, ValenceDiscoveryFilter;0.9185;0.9749;106.15012942960442
330;lipophilicity;SVM;NIBRFilter, REOSFilter;0.8209;0.8718;106.19785836576261
723;lipophilicity;MLP;LINTFilter, TiceHerbicidesFilter;1.0169;1.08;106.2006089516327
660;lipophilicity;MLP;GSKFilter, TiceHerbicidesFilter;1.0169;1.0801;106.2134723678001
957;lipophilicity;SGD;GlaxoFilter, ValenceDiscoveryFilter;482070154095.9755;512089789845.6514;106.22723383611492
1784;lipophilicity;Gradient Boosting Regressor;FAF4DruglikeFilter, OpreaFilter;0.9215;0.9789;106.23091394417278
404;lipophilicity;SVM;REOSFilter, ZINCDruglikeFilter;0.8209;0.8723;106.26034129919051
599;lipophilicity;MLP;GhoseFilter, LINTFilter;1.0169;1.081;106.29951878436144
