;Dataset;Model;Filters;Baseline value;Predicted ROC-AUC;Ratio [%]
325;bace;LogisticRegression;"OpreaFilter;PAINSFilter";79.796;-19.9714;74.972
328;bace;LogisticRegression;"OpreaFilter;RuleOfVeberFilter";79.796;-19.9714;74.972
42;bace;LogisticRegression;"BMSFilter;OpreaFilter";79.796;-19.9714;74.972
15;bace;LogisticRegression;"BeyondRo5Filter;OpreaFilter";79.796;-19.9714;74.972
312;bace;LogisticRegression;"NIHFilter;OpreaFilter";79.796;-19.9714;74.972
285;bace;LogisticRegression;"MolecularWeightFilter;OpreaFilter";79.796;-19.9714;74.972
334;bace;LogisticRegression;"OpreaFilter;ZINCBasicFilter";79.796;-19.9714;74.972
254;bace;LogisticRegression;"LipinskiFilter;OpreaFilter";79.796;-19.9714;74.972
329;bace;LogisticRegression;"OpreaFilter;RuleOfXuFilter";79.796;-19.9714;74.972
457;bace;GradientBoostingClassifier;"BrenkFilter;GhoseFilter";78.4605;-18.6404;76.2423
231;bace;LogisticRegression;"InpharmaticaFilter;ZINCDruglikeFilter";79.796;-19.9848;74.9551
415;bace;GradientBoostingClassifier;"BeyondRo5Filter;OpreaFilter";78.4605;-18.6516;76.2281
556;bace;GradientBoostingClassifier;"GlaxoFilter;MLSMRFilter";78.4605;-18.6628;76.2138
365;bace;LogisticRegression;"RuleOfFourFilter;RuleOfVeberFilter";79.796;-20.0072;74.9271
817;bace;GaussianNB;"BeyondRo5Filter;PfizerFilter";59.4958;0.2886;100.485
524;bace;GradientBoostingClassifier;"FAF4LeadlikeFilter;TiceHerbicidesFilter";78.4605;-18.7455;76.1083
724;bace;GradientBoostingClassifier;"NIHFilter;ZINCDruglikeFilter";78.4605;-18.7567;76.0941
133;bace;LogisticRegression;"GhoseFilter;LINTFilter";79.796;-20.1235;74.7813
775;bace;GradientBoostingClassifier;"RuleOfVeberFilter;TiceInsecticidesFilter";78.4605;-18.7947;76.0456
676;bace;GradientBoostingClassifier;"MLSMRFilter;RuleOfXuFilter";78.4605;-18.797;76.0428
572;bace;GradientBoostingClassifier;"GlaxoFilter;ZINCDruglikeFilter";78.4605;-18.8082;76.0285
640;bace;GradientBoostingClassifier;"LINTFilter;REOSFilter";78.4605;-18.8395;75.9886
333;bace;LogisticRegression;"OpreaFilter;ValenceDiscoveryFilter";79.796;-20.1951;74.6916
68;bace;LogisticRegression;"BrenkFilter;OpreaFilter";79.796;-20.2353;74.6412
356;bace;LogisticRegression;"REOSFilter;RuleOfFourFilter";79.796;-20.2487;74.6244
368;bace;LogisticRegression;"RuleOfFourFilter;TiceInsecticidesFilter";79.796;-20.2487;74.6244
785;bace;GradientBoostingClassifier;"SureChEMBLFilter;TiceHerbicidesFilter";78.4605;-18.9245;75.8803
812;bace;GaussianNB;"BeyondRo5Filter;MolecularWeightFilter";59.4958;0.0;100.0
816;bace;GaussianNB;"BeyondRo5Filter;PAINSFilter";59.4958;0.0;100.0
1086;bace;GaussianNB;"MolecularWeightFilter;PAINSFilter";59.4958;0.0;100.0
102;bace;LogisticRegression;"FAF4DruglikeFilter;TiceInsecticidesFilter";79.796;-20.3561;74.4898
712;bace;GradientBoostingClassifier;"NIHFilter;OpreaFilter";78.4605;-19.0453;75.7263
379;bace;LogisticRegression;"RuleOfXuFilter;SureChEMBLFilter";79.796;-20.4009;74.4337
529;bace;GradientBoostingClassifier;"GhoseFilter;GlaxoFilter";78.4605;-19.0721;75.6921
427;bace;GradientBoostingClassifier;"BeyondRo5Filter;ZINCDruglikeFilter";78.4605;-19.0945;75.6636
675;bace;GradientBoostingClassifier;"MLSMRFilter;RuleOfVeberFilter";78.4605;-19.1057;75.6493
667;bace;GradientBoostingClassifier;"MLSMRFilter;MolecularWeightFilter";78.4605;-19.1236;75.6265
282;bace;LogisticRegression;"MLSMRFilter;ZINCDruglikeFilter";79.796;-20.4724;74.344
711;bace;GradientBoostingClassifier;"NIBRFilter;ZINCDruglikeFilter";78.4605;-19.1392;75.6066
498;bace;GradientBoostingClassifier;"FAF4DruglikeFilter;RuleOfVeberFilter";78.4605;-19.1504;75.5923
706;bace;GradientBoostingClassifier;"NIBRFilter;SureChEMBLFilter";78.4605;-19.1705;75.5666
663;bace;GradientBoostingClassifier;"LipinskiFilter;TiceInsecticidesFilter";78.4605;-19.1817;75.5524
520;bace;GradientBoostingClassifier;"FAF4LeadlikeFilter;REOSFilter";78.4605;-19.2019;75.5267
725;bace;GradientBoostingClassifier;"OpreaFilter;PAINSFilter";78.4605;-19.2287;75.4925
398;bace;LogisticRegression;"ValenceDiscoveryFilter;ZINCDruglikeFilter";79.796;-20.5664;74.2263
564;bace;GradientBoostingClassifier;"GlaxoFilter;RuleOfFourFilter";78.4605;-19.2555;75.4583
477;bace;GradientBoostingClassifier;"BrenkFilter;TiceInsecticidesFilter";78.4605;-19.3316;75.3614
897;bace;GaussianNB;"FAF4DruglikeFilter;RuleOfFourFilter";59.4958;-0.3691;99.3796
1169;bace;GaussianNB;"RuleOfFourFilter;ValenceDiscoveryFilter";59.4958;-0.3691;99.3796
531;bace;GradientBoostingClassifier;"GhoseFilter;HaoFilter";78.4605;-19.3406;75.35
204;bace;LogisticRegression;"HaoFilter;RuleOfFourFilter";79.796;-20.6961;74.0637
497;bace;GradientBoostingClassifier;"FAF4DruglikeFilter;RuleOfFourFilter";78.4605;-19.3696;75.3129
721;bace;GradientBoostingClassifier;"NIHFilter;TiceInsecticidesFilter";78.4605;-19.3853;75.2929
870;bace;GaussianNB;"BrenkFilter;PfizerFilter";59.4958;-0.4742;99.2029
708;bace;GradientBoostingClassifier;"NIBRFilter;TiceInsecticidesFilter";78.4605;-19.4792;75.1732
728;bace;GradientBoostingClassifier;"OpreaFilter;RuleOfVeberFilter";78.4605;-19.5777;75.0478
95;bace;LogisticRegression;"FAF4DruglikeFilter;PfizerFilter";79.796;-20.9198;73.7834
729;bace;GradientBoostingClassifier;"OpreaFilter;RuleOfXuFilter";78.4605;-19.5956;75.0249
55;bace;LogisticRegression;"BrenkFilter;FAF4DruglikeFilter";79.796;-20.9422;73.7553
56;bace;LogisticRegression;"BrenkFilter;FAF4LeadlikeFilter";79.796;-20.9467;73.7497
438;bace;GradientBoostingClassifier;"BMSFilter;MLSMRFilter";78.4605;-19.6381;74.9708
459;bace;GradientBoostingClassifier;"BrenkFilter;GSKFilter";78.4605;-19.6492;74.9565
206;bace;LogisticRegression;"HaoFilter;RuleOfXuFilter";79.796;-21.0093;73.6712
743;bace;GradientBoostingClassifier;"PAINSFilter;TiceInsecticidesFilter";78.4605;-19.6985;74.8938
1114;bace;GaussianNB;"NIHFilter;PfizerFilter";59.4958;-0.7382;98.7593
844;bace;GaussianNB;"BMSFilter;PfizerFilter";59.4958;-0.7382;98.7593
730;bace;GradientBoostingClassifier;"OpreaFilter;SureChEMBLFilter";78.4605;-19.7096;74.8795
194;bace;LogisticRegression;"HaoFilter;LINTFilter";79.796;-21.0496;73.6208
795;bace;GradientBoostingClassifier;"TiceInsecticidesFilter;ZINCBasicFilter";78.4605;-19.7164;74.871
331;bace;LogisticRegression;"OpreaFilter;TiceHerbicidesFilter";79.796;-21.0719;73.5927
677;bace;GradientBoostingClassifier;"MLSMRFilter;SureChEMBLFilter";78.4605;-19.7387;74.8425
587;bace;GradientBoostingClassifier;"GSKFilter;SureChEMBLFilter";78.4605;-19.7633;74.8111
734;bace;GradientBoostingClassifier;"OpreaFilter;ZINCBasicFilter";78.4605;-19.77;74.8026
544;bace;GradientBoostingClassifier;"GhoseFilter;RuleOfXuFilter";78.4605;-19.7723;74.7997
839;bace;GaussianNB;"BMSFilter;MolecularWeightFilter";59.4958;-0.8523;98.5675
1113;bace;GaussianNB;"NIHFilter;PAINSFilter";59.4958;-0.8523;98.5675
814;bace;GaussianNB;"BeyondRo5Filter;NIHFilter";59.4958;-0.8523;98.5675
843;bace;GaussianNB;"BMSFilter;PAINSFilter";59.4958;-0.8523;98.5675
800;bace;GaussianNB;"BeyondRo5Filter;BMSFilter";59.4958;-0.8523;98.5675
1084;bace;GaussianNB;"MolecularWeightFilter;NIHFilter";59.4958;-0.8523;98.5675
841;bace;GaussianNB;"BMSFilter;NIHFilter";59.4958;-0.8523;98.5675
536;bace;GradientBoostingClassifier;"GhoseFilter;MolecularWeightFilter";78.4605;-19.8662;74.68
685;bace;GradientBoostingClassifier;"MolecularWeightFilter;OpreaFilter";78.4605;-19.9535;74.5688
595;bace;GradientBoostingClassifier;"HaoFilter;LipinskiFilter";78.4605;-19.9579;74.5631
483;bace;GradientBoostingClassifier;"FAF4DruglikeFilter;GlaxoFilter";78.4605;-19.9579;74.5631
442;bace;GradientBoostingClassifier;"BMSFilter;OpreaFilter";78.4605;-19.9624;74.5574
93;bace;LogisticRegression;"FAF4DruglikeFilter;OpreaFilter";79.796;-21.3762;73.2115
1170;bace;GaussianNB;"RuleOfFourFilter;ZINCBasicFilter";59.4958;-1.1095;98.1351
480;bace;GradientBoostingClassifier;"BrenkFilter;ZINCDruglikeFilter";78.4605;-20.0922;74.392
694;bace;GradientBoostingClassifier;"MolecularWeightFilter;TiceInsecticidesFilter";78.4605;-20.128;74.3464
540;bace;GradientBoostingClassifier;"GhoseFilter;PAINSFilter";78.4605;-20.1481;74.3207
1101;bace;GaussianNB;"NIBRFilter;PfizerFilter";59.4958;-1.1968;97.9885
568;bace;GradientBoostingClassifier;"GlaxoFilter;TiceHerbicidesFilter";78.4605;-20.1637;74.3008
611;bace;GradientBoostingClassifier;"HaoFilter;ZINCBasicFilter";78.4605;-20.2286;74.2181
490;bace;GradientBoostingClassifier;"FAF4DruglikeFilter;MolecularWeightFilter";78.4605;-20.242;74.201
160;bace;LogisticRegression;"GlaxoFilter;OpreaFilter";79.796;-21.6446;72.8751
672;bace;GradientBoostingClassifier;"MLSMRFilter;PfizerFilter";78.4605;-20.3091;74.1155
279;bace;LogisticRegression;"MLSMRFilter;TiceInsecticidesFilter";79.796;-21.6804;72.8302
381;bace;LogisticRegression;"RuleOfXuFilter;TiceInsecticidesFilter";79.796;-21.7028;72.8022
746;bace;GradientBoostingClassifier;"PAINSFilter;ZINCDruglikeFilter";78.4605;-20.3718;74.0356
562;bace;GradientBoostingClassifier;"GlaxoFilter;PfizerFilter";78.4605;-20.3763;74.0299
86;bace;LogisticRegression;"FAF4DruglikeFilter;InpharmaticaFilter";79.796;-21.7475;72.7461
612;bace;GradientBoostingClassifier;"HaoFilter;ZINCDruglikeFilter";78.4605;-20.412;73.9843
272;bace;LogisticRegression;"MLSMRFilter;PfizerFilter";79.796;-21.7743;72.7125
584;bace;GradientBoostingClassifier;"GSKFilter;REOSFilter";78.4605;-20.4792;73.8988
671;bace;GradientBoostingClassifier;"MLSMRFilter;PAINSFilter";78.4605;-20.4814;73.8959
1083;bace;GaussianNB;"MolecularWeightFilter;NIBRFilter";59.4958;-1.5301;97.4283
1098;bace;GaussianNB;"NIBRFilter;NIHFilter";59.4958;-1.5301;97.4283
840;bace;GaussianNB;"BMSFilter;NIBRFilter";59.4958;-1.5301;97.4283
539;bace;GradientBoostingClassifier;"GhoseFilter;OpreaFilter";78.4605;-20.544;73.8161
590;bace;GradientBoostingClassifier;"GSKFilter;ValenceDiscoveryFilter";78.4605;-20.5753;73.7762
549;bace;GradientBoostingClassifier;"GhoseFilter;ZINCBasicFilter";78.4605;-20.5865;73.7619
493;bace;GradientBoostingClassifier;"FAF4DruglikeFilter;OpreaFilter";78.4605;-20.5999;73.7448
548;bace;GradientBoostingClassifier;"GhoseFilter;ValenceDiscoveryFilter";78.4605;-20.6156;73.7249
858;bace;GaussianNB;"BrenkFilter;GlaxoFilter";59.4958;-1.6553;97.2177
573;bace;GradientBoostingClassifier;"GSKFilter;HaoFilter";78.4605;-20.6313;73.7049
492;bace;GradientBoostingClassifier;"FAF4DruglikeFilter;NIHFilter";78.4605;-20.6514;73.6793
113;bace;LogisticRegression;"FAF4LeadlikeFilter;MLSMRFilter";79.796;-22.0025;72.4266
1038;bace;GaussianNB;"LINTFilter;PAINSFilter";59.4958;-1.7045;97.135
1148;bace;GaussianNB;"PfizerFilter;RuleOfVeberFilter";59.4958;-1.7202;97.1087
505;bace;GradientBoostingClassifier;"FAF4DruglikeFilter;ZINCDruglikeFilter";78.4605;-20.7096;73.6051
326;bace;LogisticRegression;"OpreaFilter;PfizerFilter";79.796;-22.0786;72.3312
494;bace;GradientBoostingClassifier;"FAF4DruglikeFilter;PAINSFilter";78.4605;-20.7543;73.5481
862;bace;GaussianNB;"BrenkFilter;LINTFilter";59.4958;-1.8544;96.8831
184;bace;LogisticRegression;"GSKFilter;REOSFilter";79.796;-22.168;72.2191
603;bace;GradientBoostingClassifier;"HaoFilter;REOSFilter";78.4605;-20.8729;73.397
1042;bace;GaussianNB;"LINTFilter;RuleOfVeberFilter";59.4958;-1.9439;96.7327
431;bace;GradientBoostingClassifier;"BMSFilter;GhoseFilter";78.4605;-20.9109;73.3485
605;bace;GradientBoostingClassifier;"HaoFilter;RuleOfVeberFilter";78.4605;-20.9176;73.34
1013;bace;GaussianNB;"InpharmaticaFilter;LINTFilter";59.4958;-1.9886;96.6575
451;bace;GradientBoostingClassifier;"BMSFilter;TiceInsecticidesFilter";78.4605;-20.9623;73.283
813;bace;GaussianNB;"BeyondRo5Filter;NIBRFilter";59.4958;-2.0334;96.5823
547;bace;GradientBoostingClassifier;"GhoseFilter;TiceInsecticidesFilter";78.4605;-21.0004;73.2345
123;bace;LogisticRegression;"FAF4LeadlikeFilter;SureChEMBLFilter";79.796;-22.3515;71.9892
273;bace;LogisticRegression;"MLSMRFilter;REOSFilter";79.796;-22.3694;71.9668
1034;bace;GaussianNB;"LINTFilter;MolecularWeightFilter";59.4958;-2.0982;96.4733
597;bace;GradientBoostingClassifier;"HaoFilter;MolecularWeightFilter";78.4605;-21.1055;73.1005
190;bace;LogisticRegression;"GSKFilter;ValenceDiscoveryFilter";79.796;-22.4499;71.8659
537;bace;GradientBoostingClassifier;"GhoseFilter;NIBRFilter";78.4605;-21.1413;73.0549
246;bace;LogisticRegression;"LINTFilter;TiceInsecticidesFilter";79.796;-22.517;71.7818
1020;bace;GaussianNB;"InpharmaticaFilter;PAINSFilter";59.4958;-2.2302;96.2515
429;bace;GradientBoostingClassifier;"BMSFilter;FAF4DruglikeFilter";78.4605;-21.2151;72.9608
1149;bace;GaussianNB;"PfizerFilter;RuleOfXuFilter";59.4958;-2.2683;96.1875
873;bace;GaussianNB;"BrenkFilter;RuleOfVeberFilter";59.4958;-2.313;96.1123
1100;bace;GaussianNB;"NIBRFilter;PAINSFilter";59.4958;-2.3175;96.1048
589;bace;GradientBoostingClassifier;"GSKFilter;TiceInsecticidesFilter";78.4605;-21.2889;72.8667
503;bace;GradientBoostingClassifier;"FAF4DruglikeFilter;ValenceDiscoveryFilter";78.4605;-21.3314;72.8125
84;bace;LogisticRegression;"FAF4DruglikeFilter;GSKFilter";79.796;-22.6825;71.5743
192;bace;LogisticRegression;"GSKFilter;ZINCDruglikeFilter";79.796;-22.6825;71.5743
233;bace;LogisticRegression;"LINTFilter;MLSMRFilter";79.796;-22.687;71.5687
228;bace;LogisticRegression;"InpharmaticaFilter;TiceInsecticidesFilter";79.796;-22.696;71.5575
1032;bace;GaussianNB;"LINTFilter;LipinskiFilter";59.4958;-2.4472;95.8868
100;bace;LogisticRegression;"FAF4DruglikeFilter;SureChEMBLFilter";79.796;-22.7586;71.479
504;bace;GradientBoostingClassifier;"FAF4DruglikeFilter;ZINCBasicFilter";78.4605;-21.4254;72.6928
99;bace;LogisticRegression;"FAF4DruglikeFilter;RuleOfXuFilter";79.796;-22.7675;71.4678
1016;bace;GaussianNB;"InpharmaticaFilter;MolecularWeightFilter";59.4958;-2.4718;95.8454
89;bace;LogisticRegression;"FAF4DruglikeFilter;MLSMRFilter";79.796;-22.8168;71.4061
327;bace;LogisticRegression;"OpreaFilter;REOSFilter";79.796;-22.8257;71.3949
332;bace;LogisticRegression;"OpreaFilter;TiceInsecticidesFilter";79.796;-22.8481;71.3669
1060;bace;GaussianNB;"LipinskiFilter;RuleOfXuFilter";59.4958;-2.6217;95.5935
781;bace;GradientBoostingClassifier;"RuleOfXuFilter;TiceInsecticidesFilter";78.4605;-21.5931;72.479
183;bace;LogisticRegression;"GSKFilter;PfizerFilter";79.796;-22.9375;71.2548
141;bace;LogisticRegression;"GhoseFilter;PfizerFilter";79.796;-22.9375;71.2548
434;bace;GradientBoostingClassifier;"BMSFilter;HaoFilter";78.4605;-21.611;72.4562
538;bace;GradientBoostingClassifier;"GhoseFilter;NIHFilter";78.4605;-21.6222;72.4419
1090;bace;GaussianNB;"MolecularWeightFilter;RuleOfVeberFilter";59.4958;-2.6597;95.5296
769;bace;GradientBoostingClassifier;"RuleOfFourFilter;ValenceDiscoveryFilter";78.4605;-21.6356;72.4248
250;bace;LogisticRegression;"LipinskiFilter;MLSMRFilter";79.796;-22.9778;71.2043
794;bace;GradientBoostingClassifier;"TiceInsecticidesFilter;ValenceDiscoveryFilter";78.4605;-21.6647;72.3877
482;bace;GradientBoostingClassifier;"FAF4DruglikeFilter;GhoseFilter";78.4605;-21.6983;72.345
407;bace;GradientBoostingClassifier;"BeyondRo5Filter;HaoFilter";78.4605;-21.705;72.3364
534;bace;GradientBoostingClassifier;"GhoseFilter;LipinskiFilter";78.4605;-21.7139;72.325
404;bace;GradientBoostingClassifier;"BeyondRo5Filter;GhoseFilter";78.4605;-21.7229;72.3136
60;bace;LogisticRegression;"BrenkFilter;HaoFilter";79.796;-23.0762;71.081
278;bace;LogisticRegression;"MLSMRFilter;TiceHerbicidesFilter";79.796;-23.0762;71.081
335;bace;LogisticRegression;"OpreaFilter;ZINCDruglikeFilter";79.796;-23.0897;71.0641
402;bace;GradientBoostingClassifier;"BeyondRo5Filter;FAF4DruglikeFilter";78.4605;-21.7654;72.2594
119;bace;LogisticRegression;"FAF4LeadlikeFilter;PfizerFilter";79.796;-23.1165;71.0305
552;bace;GradientBoostingClassifier;"GlaxoFilter;HaoFilter";78.4605;-21.7989;72.2167
601;bace;GradientBoostingClassifier;"HaoFilter;PAINSFilter";78.4605;-21.8057;72.2081
1172;bace;GaussianNB;"RuleOfVeberFilter;RuleOfXuFilter";59.4958;-2.8566;95.1987
619;bace;GradientBoostingClassifier;"InpharmaticaFilter;OpreaFilter";78.4605;-21.9041;72.0827
491;bace;GradientBoostingClassifier;"FAF4DruglikeFilter;NIBRFilter";78.4605;-21.9332;72.0456
1140;bace;GaussianNB;"PAINSFilter;RuleOfXuFilter";59.4958;-2.9818;94.9882
1091;bace;GaussianNB;"MolecularWeightFilter;RuleOfXuFilter";59.4958;-2.9818;94.9882
821;bace;GaussianNB;"BeyondRo5Filter;RuleOfXuFilter";59.4958;-2.9818;94.9882
808;bace;GaussianNB;"BeyondRo5Filter;InpharmaticaFilter";59.4958;-3.0489;94.8754
1139;bace;GaussianNB;"PAINSFilter;RuleOfVeberFilter";59.4958;-3.0534;94.8678
820;bace;GaussianNB;"BeyondRo5Filter;RuleOfVeberFilter";59.4958;-3.0534;94.8678
543;bace;GradientBoostingClassifier;"GhoseFilter;RuleOfVeberFilter";78.4605;-22.0495;71.8974
733;bace;GradientBoostingClassifier;"OpreaFilter;ValenceDiscoveryFilter";78.4605;-22.0786;71.8603
875;bace;GaussianNB;"BrenkFilter;SureChEMBLFilter";59.4958;-3.1205;94.755
193;bace;LogisticRegression;"HaoFilter;InpharmaticaFilter";79.796;-23.4655;70.5932
560;bace;GradientBoostingClassifier;"GlaxoFilter;OpreaFilter";78.4605;-22.139;71.7833
1035;bace;GaussianNB;"LINTFilter;NIBRFilter";59.4958;-3.1899;94.6385
550;bace;GradientBoostingClassifier;"GhoseFilter;ZINCDruglikeFilter";78.4605;-22.168;71.7463
869;bace;GaussianNB;"BrenkFilter;PAINSFilter";59.4958;-3.2324;94.5671
1104;bace;GaussianNB;"NIBRFilter;RuleOfVeberFilter";59.4958;-3.2346;94.5633
499;bace;GradientBoostingClassifier;"FAF4DruglikeFilter;RuleOfXuFilter";78.4605;-22.2217;71.6778
270;bace;LogisticRegression;"MLSMRFilter;OpreaFilter";79.796;-23.5594;70.4754
488;bace;GradientBoostingClassifier;"FAF4DruglikeFilter;LipinskiFilter";78.4605;-22.2262;71.6721
1118;bace;GaussianNB;"NIHFilter;RuleOfXuFilter";59.4958;-3.2682;94.5069
848;bace;GaussianNB;"BMSFilter;RuleOfXuFilter";59.4958;-3.2682;94.5069
585;bace;GradientBoostingClassifier;"GSKFilter;RuleOfVeberFilter";78.4605;-22.2486;71.6436
1036;bace;GaussianNB;"LINTFilter;NIHFilter";59.4958;-3.2995;94.4543
836;bace;GaussianNB;"BMSFilter;LINTFilter";59.4958;-3.2995;94.4543
280;bace;LogisticRegression;"MLSMRFilter;ValenceDiscoveryFilter";79.796;-23.6086;70.4138
594;bace;GradientBoostingClassifier;"HaoFilter;LINTFilter";78.4605;-22.3023;71.5752
1018;bace;GaussianNB;"InpharmaticaFilter;NIHFilter";59.4958;-3.3375;94.3903
835;bace;GaussianNB;"BMSFilter;InpharmaticaFilter";59.4958;-3.3375;94.3903
132;bace;LogisticRegression;"GhoseFilter;InpharmaticaFilter";79.796;-23.6623;70.3465
173;bace;LogisticRegression;"GSKFilter;HaoFilter";79.796;-23.6802;70.3241
495;bace;GradientBoostingClassifier;"FAF4DruglikeFilter;PfizerFilter";78.4605;-22.3738;71.484
828;bace;GaussianNB;"BMSFilter;BrenkFilter";59.4958;-3.4113;94.2663
867;bace;GaussianNB;"BrenkFilter;NIHFilter";59.4958;-3.4113;94.2663
866;bace;GaussianNB;"BrenkFilter;NIBRFilter";59.4958;-3.4113;94.2663
174;bace;LogisticRegression;"GSKFilter;InpharmaticaFilter";79.796;-23.7205;70.2736
789;bace;GradientBoostingClassifier;"SureChEMBLFilter;ZINCDruglikeFilter";78.4605;-22.394;71.4583
1017;bace;GaussianNB;"InpharmaticaFilter;NIBRFilter";59.4958;-3.4426;94.2136
865;bace;GaussianNB;"BrenkFilter;MolecularWeightFilter";59.4958;-3.4941;94.1272
131;bace;LogisticRegression;"GhoseFilter;HaoFilter";79.796;-23.8144;70.1559
1052;bace;GaussianNB;"LipinskiFilter;NIBRFilter";59.4958;-3.5187;94.0858
464;bace;GradientBoostingClassifier;"BrenkFilter;MLSMRFilter";78.4605;-22.4991;71.3243
755;bace;GradientBoostingClassifier;"PfizerFilter;ZINCDruglikeFilter";78.4605;-22.4991;71.3243
142;bace;LogisticRegression;"GhoseFilter;REOSFilter";79.796;-23.8681;70.0886
798;bace;GradientBoostingClassifier;"ValenceDiscoveryFilter;ZINCDruglikeFilter";78.4605;-22.555;71.253
1055;bace;GaussianNB;"LipinskiFilter;PAINSFilter";59.4958;-3.6283;93.9016
810;bace;GaussianNB;"BeyondRo5Filter;LipinskiFilter";59.4958;-3.6283;93.9016
1051;bace;GaussianNB;"LipinskiFilter;MolecularWeightFilter";59.4958;-3.6283;93.9016
64;bace;LogisticRegression;"BrenkFilter;MLSMRFilter";79.796;-23.9397;69.9989
732;bace;GradientBoostingClassifier;"OpreaFilter;TiceInsecticidesFilter";78.4605;-22.6423;71.1418
281;bace;LogisticRegression;"MLSMRFilter;ZINCBasicFilter";79.796;-23.9934;69.9316
530;bace;GradientBoostingClassifier;"GhoseFilter;GSKFilter";78.4605;-22.6758;71.0991
1014;bace;GaussianNB;"InpharmaticaFilter;LipinskiFilter";59.4958;-3.7334;93.7249
11;bace;LogisticRegression;"BeyondRo5Filter;MLSMRFilter";79.796;-24.0515;69.8587
38;bace;LogisticRegression;"BMSFilter;MLSMRFilter";79.796;-24.0515;69.8587
269;bace;LogisticRegression;"MLSMRFilter;NIHFilter";79.796;-24.0515;69.8587
267;bace;LogisticRegression;"MLSMRFilter;MolecularWeightFilter";79.796;-24.0515;69.8587
156;bace;LogisticRegression;"GlaxoFilter;MLSMRFilter";79.796;-24.0515;69.8587
268;bace;LogisticRegression;"MLSMRFilter;NIBRFilter";79.796;-24.0515;69.8587
275;bace;LogisticRegression;"MLSMRFilter;RuleOfVeberFilter";79.796;-24.0739;69.8307
801;bace;GaussianNB;"BeyondRo5Filter;BrenkFilter";59.4958;-3.7827;93.6421
1117;bace;GaussianNB;"NIHFilter;RuleOfVeberFilter";59.4958;-3.7827;93.6421
847;bace;GaussianNB;"BMSFilter;RuleOfVeberFilter";59.4958;-3.7827;93.6421
752;bace;GradientBoostingClassifier;"PfizerFilter;TiceInsecticidesFilter";78.4605;-22.772;70.9765
805;bace;GaussianNB;"BeyondRo5Filter;GlaxoFilter";59.4958;-3.8229;93.5745
215;bace;LogisticRegression;"InpharmaticaFilter;MLSMRFilter";79.796;-24.1455;69.741
599;bace;GradientBoostingClassifier;"HaoFilter;NIHFilter";78.4605;-22.8436;70.8852
961;bace;GaussianNB;"GlaxoFilter;PAINSFilter";59.4958;-3.8878;93.4654
957;bace;GaussianNB;"GlaxoFilter;MolecularWeightFilter";59.4958;-3.8878;93.4654
809;bace;GaussianNB;"BeyondRo5Filter;LINTFilter";59.4958;-3.9124;93.4241
271;bace;LogisticRegression;"MLSMRFilter;PAINSFilter";79.796;-24.2305;69.6344
148;bace;LogisticRegression;"GhoseFilter;ValenceDiscoveryFilter";79.796;-24.235;69.6288
596;bace;GradientBoostingClassifier;"HaoFilter;MLSMRFilter";78.4605;-22.9018;70.8111
181;bace;LogisticRegression;"GSKFilter;OpreaFilter";79.796;-24.2752;69.5784
433;bace;GradientBoostingClassifier;"BMSFilter;GSKFilter";78.4605;-22.9666;70.7284
330;bace;LogisticRegression;"OpreaFilter;SureChEMBLFilter";79.796;-24.311;69.5335
82;bace;LogisticRegression;"FAF4DruglikeFilter;GhoseFilter";79.796;-24.3334;69.5055
768;bace;GradientBoostingClassifier;"RuleOfFourFilter;TiceInsecticidesFilter";78.4605;-23.0114;70.6714
874;bace;GaussianNB;"BrenkFilter;RuleOfXuFilter";59.4958;-4.0556;93.1834
1105;bace;GaussianNB;"NIBRFilter;RuleOfXuFilter";59.4958;-4.0556;93.1834
277;bace;LogisticRegression;"MLSMRFilter;SureChEMBLFilter";79.796;-24.3781;69.4494
861;bace;GaussianNB;"BrenkFilter;InpharmaticaFilter";59.4958;-4.0914;93.1233
150;bace;LogisticRegression;"GhoseFilter;ZINCDruglikeFilter";79.796;-24.4005;69.4214
955;bace;GaussianNB;"GlaxoFilter;LipinskiFilter";59.4958;-4.1271;93.0631
832;bace;GaussianNB;"BMSFilter;GlaxoFilter";59.4958;-4.1719;92.9879
959;bace;GaussianNB;"GlaxoFilter;NIHFilter";59.4958;-4.1719;92.9879
1043;bace;GaussianNB;"LINTFilter;RuleOfXuFilter";59.4958;-4.2166;92.9127
628;bace;GradientBoostingClassifier;"InpharmaticaFilter;TiceInsecticidesFilter";78.4605;-23.2172;70.4091
1059;bace;GaussianNB;"LipinskiFilter;RuleOfVeberFilter";59.4958;-4.2815;92.8037
1177;bace;GaussianNB;"RuleOfVeberFilter;ZINCBasicFilter";59.4958;-4.2815;92.8037
582;bace;GradientBoostingClassifier;"GSKFilter;PAINSFilter";78.4605;-23.2843;70.3236
1024;bace;GaussianNB;"InpharmaticaFilter;RuleOfVeberFilter";59.4958;-4.3598;92.6721
962;bace;GaussianNB;"GlaxoFilter;PfizerFilter";59.4958;-4.362;92.6683
117;bace;LogisticRegression;"FAF4LeadlikeFilter;OpreaFilter";79.796;-24.7181;69.0233
1026;bace;GaussianNB;"InpharmaticaFilter;SureChEMBLFilter";59.4958;-4.456;92.5104
1106;bace;GaussianNB;"NIBRFilter;SureChEMBLFilter";59.4958;-4.456;92.5104
591;bace;GradientBoostingClassifier;"GSKFilter;ZINCBasicFilter";78.4605;-23.4341;70.1326
